Cod_comp;Fecha;Demanda;Fotovoltaica
2022-11-15h06;2022-11-15;90.675;0
2022-11-15h07;2022-11-15;101.27;0
2022-11-15h08;2022-11-15;175.697;0
2022-11-15h09;2022-11-15;240.031;32.4831
2022-11-15h10;2022-11-15;284.269;71.2796
2022-11-15h11;2022-11-15;288.213;180.573
2022-11-15h12;2022-11-15;298.872;175.825
2022-11-15h13;2022-11-15;310.871;282.021
2022-11-15h14;2022-11-15;297.628;247.556
2022-11-15h15;2022-11-15;272.154;151.988
2022-11-15h16;2022-11-15;231.801;135.788
2022-11-15h17;2022-11-15;220.648;31.3856
2022-11-15h18;2022-11-15;205.911;0
2022-11-15h19;2022-11-15;177.149;0
2022-11-15h20;2022-11-15;135.89;0
2022-11-15h21;2022-11-15;118.128;0
2022-11-15h22;2022-11-15;98.906;0
2022-11-15h23;2022-11-15;90.711;0
2022-11-15h24;2022-11-15;88.721;0
2022-11-16h01;2022-11-16;89.247;0
2022-11-16h02;2022-11-16;88.474;0
2022-11-16h03;2022-11-16;87.345;0
2022-11-16h04;2022-11-16;87.166;0
2022-11-16h05;2022-11-16;86.832;0
2022-11-16h06;2022-11-16;93.379;0
2022-11-16h07;2022-11-16;104.913;0
2022-11-16h08;2022-11-16;172.365;0
2022-11-16h09;2022-11-16;247.329;18.9382
2022-11-16h10;2022-11-16;282.888;56.6963
2022-11-16h11;2022-11-16;304.762;96.2854
2022-11-16h12;2022-11-16;298.599;76.6824
2022-11-16h13;2022-11-16;288.257;70.2255
2022-11-16h14;2022-11-16;279.373;43.001
2022-11-16h15;2022-11-16;261.446;50.487
2022-11-16h16;2022-11-16;227.944;26.227
2022-11-16h17;2022-11-16;205.994;0
2022-11-16h18;2022-11-16;202.417;0
2022-11-16h19;2022-11-16;173.857;0
2022-11-16h20;2022-11-16;145.197;0
2022-11-16h21;2022-11-16;117.126;0
2022-11-16h22;2022-11-16;101.401;0
2022-11-16h23;2022-11-16;93.943;0
2022-11-16h24;2022-11-16;92.495;0
2022-11-17h01;2022-11-17;90.253;0
2022-11-17h02;2022-11-17;89.415;0
2022-11-17h03;2022-11-17;88.319;0
2022-11-17h04;2022-11-17;88.18;0
2022-11-17h05;2022-11-17;88.188;0
2022-11-17h06;2022-11-17;96.012;0
2022-11-17h07;2022-11-17;104.095;0
2022-11-17h08;2022-11-17;168.619;0
2022-11-17h09;2022-11-17;238.312;51.2562
2022-11-17h10;2022-11-17;275.745;156.006
2022-11-17h11;2022-11-17;271.313;57.0676
2022-11-17h12;2022-11-17;273.262;191.96
2022-11-17h13;2022-11-17;258.983;190.757
2022-11-17h14;2022-11-17;249.713;61.7368
2022-11-17h15;2022-11-17;230.476;54.2498
2022-11-17h16;2022-11-17;204.328;175.073
2022-11-17h17;2022-11-17;186.53;20.2656
2022-11-17h18;2022-11-17;187.086;0
2022-11-17h19;2022-11-17;159.389;0
2022-11-17h20;2022-11-17;134.859;0
2022-11-17h21;2022-11-17;112.402;0
2022-11-17h22;2022-11-17;93.231;0
2022-11-17h23;2022-11-17;85.864;0
2022-11-17h24;2022-11-17;84.196;0
2022-11-21h01;2022-11-21;80.198;0
2022-11-21h02;2022-11-21;78.932;0
2022-11-21h03;2022-11-21;78.451;0
2022-11-21h04;2022-11-21;77.505;0
2022-11-21h05;2022-11-21;82.23;0
2022-11-21h06;2022-11-21;89.8;0
2022-11-21h07;2022-11-21;98.904;0
2022-11-21h08;2022-11-21;166.537;0
2022-11-21h09;2022-11-21;259.693;22.8554
2022-11-21h10;2022-11-21;303.205;56.4312
2022-11-21h11;2022-11-21;313.677;59.1096
2022-11-21h12;2022-11-21;319.416;68.6277
2022-11-21h13;2022-11-21;323.75;89.8465
2022-11-21h14;2022-11-21;306.862;211.845
2022-11-21h15;2022-11-21;273.634;96.1105
